"Compound name","Smiles","logkp (cm/s)","skin source type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","reference","DOI","LogP","molecular weight"
Methanol,CO,-3.857,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,-0.3915,32.026214748
1-Nonanol,CCCCCCCCCO,-1.778,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,2.7293000000000016,144.15141526
1-Octanol,CCCCCCCCO,-1.84,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,2.3392000000000013,130.135765196
1-Propanol,CCCO,-3.41,unknown,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"Scheuplein, 1971",10.1152/physrev.1971.51.4.702,0.3887,60.057514876
1-Butanol,CCCCO,-7.778,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.7787999999999999,74.07316494
1-Butanol,CCCCO,-6.158,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.7787999999999999,74.07316494
1-Decanol,CCCCCCCCCCO,-9.653,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,3.119400000000002,158.167065324
1-Decanol,CCCCCCCCCCO,-4.653,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,3.119400000000002,158.167065324
Ethanol,CCO,-6.699,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.0014000000000000123,46.041864812
Ethanol,CCO,-6.653,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.0014000000000000123,46.041864812
1-Heptanol,CCCCCCCO,-5.051,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.9491,116.120115132
1-Heptanol,CCCCCCCO,-8.158,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.9491,116.120115132
1-Hexanol,CCCCCCO,-5.442,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.559,102.104465068
1-Hexanol,CCCCCCO,-7.84,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.559,102.104465068
Methanol,CO,-5.539,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.3915,32.026214748
Methanol,CO,-6.857,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,-0.3915,32.026214748
1-Nonanol,CCCCCCCCCO,-4.778,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.7293000000000016,144.15141526
1-Nonanol,CCCCCCCCCO,-9.079,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.7293000000000016,144.15141526
1-Octanol,CCCCCCCCO,-4.84,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.3392000000000013,130.135765196
1-Octanol,CCCCCCCCO,-8.556,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,2.3392000000000013,130.135765196
1-Pentanol,CCCCCO,-5.778,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.1689,88.088815004
1-Pentanol,CCCCCO,-7.849,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,1.1689,88.088815004
1-Propanol,CCCO,-6.477,Cadaver,abdomen,epidermis,heat separation,4,unknown,0,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.3887,60.057514876
1-Propanol,CCCO,-7.352,Cadaver,abdomen,epidermis,heat separation,4,unknown,1,25,unknown,unknown,unknown,unknown,Water,Pyrex cell,"Scheuplein, 1973",10.1111/1523-1747.ep12723090,0.3887,60.057514876
Betamethasone-17-valerate,CCCCC(=O)OC1(C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)F)C(=O)CO,-6.496,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,3.636800000000003,476.2574171239999
Corticosterone,OCC(=O)[C@H]1CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-8.206,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,2.6667000000000014,346.21440944
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-9.106,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,1.7815999999999996,362.20932406
Prednisolone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,-7.906,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,1.5575999999999997,360.193673996
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-6.626,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,3.8792000000000026,288.208930136
Triamcinolone,OCC(=O)[C@@]1(O)[C@H](O)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-8.956,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,0.6204999999999992,394.17916680400003
Triamcinolone acetonide,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)(C)C,-8.251,unknown,abdomen,dermis,heat separation,-20,unknown,0,25,unknown,unknown,25,unknown,unknown,Glass diffusion cell,"Siddiqui, 1989",10.1007/bf01061455,2.4188,434.21046693200003
Flurbiprofen,OC(=O)C(c1ccc(c(c1)F)c1ccccc1)C,-5.331,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,3.6808000000000023,244.089957876
Flurbiprofen glucoside,OC1O[C@H](COC(=O)C(c2ccc(c(c2)F)c2ccccc2)C)[C@H]([C@@H]([C@H]1O)O)O,-6.477,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.9392999999999996,406.14278129599995
Flurbiprofen mannoside,OC1O[C@H](COC(=O)C(c2ccc(c(c2)F)c2ccccc2)C)[C@H]([C@@H]([C@@H]1O)O)O,-6.935,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.9392999999999996,406.14278129599995
Ibuprofen,CC(Cc1ccc(cc1)C(C(=O)O)C)C,-5.503,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,3.073200000000001,206.130679816
Ibuprofen glucoside,CC(Cc1ccc(cc1)C(C(=O)OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)O)C)C,-6.945,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.3316999999999999,368.1835032359999
Ibuprofen mannoside,CC(Cc1ccc(cc1)C(C(=O)OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O)C)C,-6.548,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.3316999999999999,368.1835032359999
Ketoprofen,OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,-6.151,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,3.1057000000000015,254.094294308
Ketoprofen glucoside,OC1O[C@H](COC(=O)C(c2cccc(c2)C(=O)c2ccccc2)C)[C@H]([C@@H]([C@H]1O)O)O,-7.731,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.36419999999999947,416.14711772799996
Ketoprofen mannoside,OC1O[C@H](COC(=O)C(c2cccc(c2)C(=O)c2ccccc2)C)[C@H]([C@@H]([C@@H]1O)O)O,-7.594,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.36419999999999947,416.14711772799996
Naproxen,COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,-7.218,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,3.036500000000001,230.094294308
Naproxen glucoside,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)O)C,-7.886,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.2949999999999992,392.1471177279999
Naproxen mannoside,COc1ccc2c(c1)ccc(c2)[C@@H](C(=O)OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)O)C,-7.7,Abdominoplasty,abdomen,epidermis,heat separation,-20,unknown,0,37,7,PBS,37,7.4,PBS,Franz cell,"Swart, 2005",10.1016/j.ijpharm.2005.05.030,0.2949999999999992,392.1471177279999
Aspartic acid,OC(=O)CC(C(=O)O)N,-7.432,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,3.4,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-1.1269999999999993,133.037507704
Aspartic acid,OC(=O)CC(C(=O)O)N,-7.585,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-1.1269999999999993,133.037507704
Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,-7.907,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,5,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-0.6359000000000001,155.069476528
Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,-7.812,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-0.6359000000000001,155.069476528
Histidine,N[C@H](C(=O)O)Cc1c[nH]cn1,-7.903,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,8.5,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-0.6359000000000001,155.069476528
Lysine,NCCCC[C@@H](C(=O)O)N,-7.328,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,7.3,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-0.4726999999999994,146.105527688
Lysine,NCCCC[C@@H](C(=O)O)N,-6.86,Cadaver,thigh,"epidermis, dermis",dermatomed 500um,-20,unknown,0,unknown,8.9,NaCl solution,37,7.3,NaCl solution,Glass diffusion cell,"Sznitowska, 1993",10.1016/0378-5173(93)90321-6,-0.4726999999999994,146.105527688
Bromochloroacetonitrile,ClC(C#N)Br,-4.352,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,1.4697799999999999,152.898088812
Chloral hydrate,OC(C(Cl)(Cl)Cl)O,-5.965,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,0.6672999999999998,163.919862376
Chloroacetonitrile,ClCC#N,-4.561,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,0.74878,74.987576744
Dibromoacetonitrile,BrC(C#N)Br,-4.326,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,1.6258800000000002,196.847573232
Dichloroacetonitrile,ClC(C#N)Cl,-4.38,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,1.31368,108.948604392
Trichloroacetonitrile,N#CC(Cl)(Cl)Cl,-4.604,Cadaver,torso,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,37,unknown,Water,37,7.4,PBS,Glass diffusion cell,"Trabaris, 2012",10.1002/jat.1657,1.88018,142.90963204
Haloperidol,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,-7.03,Cadaver,abdomen,epidermis,heat separation,-80,unknown,0,37,unknown,unknown,37,unknown,unknown,Franz cell,"Vaddi, 2001",10.1248/cpb.49.1395,4.425600000000004,375.14013487600005
Levosimendan,N#CC(=NNc1ccc(cc1)C1=NNC(=O)C[C@H]1C)C#N,-6.484,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,25,5,Acetate solution,25,unknown,unknown,Glass diffusion cell,"Valjakka-Koskela, 2000",10.1016/S0928-0987(00)00120-2,1.3617599999999999,280.107259004
Levosimendan,N#CC(=NNc1ccc(cc1)C1=NNC(=O)C[C@H]1C)C#N,-7.954,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,0,unknown,7.4,PBS,unknown,unknown,unknown,Glass diffusion cell,"Valjakka-Koskela, 2000",10.1016/S0928-0987(00)00120-2,1.3617599999999999,280.107259004
Diethylene glycol mono n-butyl ether acetate,CCCCOCCOCCOC(=O)C,-7.051,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,1.3828,204.13615912
Dipropylene glycol mono methyl ether,OCC(OCC(OC)C)C,-7.653,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.41869999999999963,148.109944372
Ethylene glycol mono isopropyl ether,OCCOC(C)C,-6.913,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.40369999999999995,104.083729624
Ethylene glycol mono methyl ether acetate,COCCOC(=O)C,-6.299,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.19589999999999996,118.06299418
2-Propoxyethanol,CCCOCCO,-6.543,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,0,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.40530000000000005,104.083729624
Diethylene glycol mono n-butyl ether acetate,CCCCOCCOCCOC(=O)C,-7.778,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,1.3828,204.13615912
Dipropylene glycol mono methyl ether,OCC(OCC(OC)C)C,-7.515,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.41869999999999963,148.109944372
Ethylene glycol mono isopropyl ether,OCCOC(C)C,-7.125,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.40369999999999995,104.083729624
Ethylene glycol mono methyl ether acetate,COCCOC(=O)C,-6.637,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.19589999999999996,118.06299418
2-Propoxyethanol,CCCOCCO,-6.923,Surgery,abdomen,"epidermis, dermis",fat removed,-25,120,1,unknown,unknown,unknown,32,unknown,NaCl solution,Franz cell,"Venier, 2004",10.1016/j.tiv.2004.03.004,0.40530000000000005,104.083729624
Acyclovir,Nc1nc(=O)c2c([nH]1)n(COCCO)cn2,-7.079,Abdominoplasty,abdomen,"epidermis, dermis",fat removed,unknown,unknown,0,unknown,7.4,PBS,unknown,7.4,PBS,Franz cell,"Volpato, 1998",10.1016/S0168-3659(97)00152-1,-1.3318,225.086189212
1-Methoxy-2-Propanol,COCC(O)C,-6.397,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.013600000000000112,90.06807956
2-Butoxyethanol,CCCCOCCO,-5.268,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.7953999999999999,118.099379688
2-Ethoxyethanol,OCCOCC,-5.634,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.01519999999999988,90.06807956
5-Fluorouracil,Fc1c[nH]c(=O)[nH]c1=O,-7.574,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",-20,unknown,0,32,unknown,unknown,32,unknown,Sodium azide,unknown,"Williams, 1992",10.1016/0378-5173(92)90032-W,-0.7977000000000001,130.017855556
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-5.488,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",-20,unknown,0,32,unknown,unknown,32,unknown,Sodium azide,unknown,"Williams, 1992",10.1016/0378-5173(92)90032-W,3.609200000000002,272.177630008
"1,1,1-Trichloropropanone",CC(=O)C(Cl)(Cl)Cl,-5.176,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,40,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.9456,159.924947756
"1,1-Dichloropropanone",ClC(C(=O)C)Cl,-4.923,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,40,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.3791,125.963920108
Bromoacetic acid,OC(=O)CBr,-6.41,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,0.46590000000000004,137.931641436
Bromochloroacetic acid,OC(=O)C(Br)Cl,-6.352,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.0308,171.892669084
Bromodichloromethane,ClC(Br)Cl,-4.301,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,25,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,2.1425,161.863867492
Bromoform,BrC(Br)Br,-4.234,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,25,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,2.4547,249.762836332
Chloroacetic acid,OC(=O)CCl,-6.515,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,0.3098,93.982157016
Chlorodibromomethane,ClC(Br)Br,-4.255,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,25,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,2.2986000000000004,205.813351912
Chloroform,ClC(Cl)Cl,-4.352,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,0,25,7,Water,37,7.4,PBS,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.9864,117.91438307199999
Dibromoacetic acid,BrC(C(=O)O)Br,-6.141,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.1869,215.842153504
Dichloroacetic acid,ClC(C(=O)O)Cl,-6.278,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,0.8747,127.943184664
Trichloroacetic acid,OC(=O)C(Cl)(Cl)Cl,-6.278,Mammaplasty,breast,"epidermis, dermis",dermatomed 250-280um,-20,unknown,1,40,7,Water,37,7.4,unknown,Glass diffusion cell,"Xu, 2002",10.1006/taap.2002.9494,1.4412,161.904212312
2-Naphthol,Oc1ccc2c(c1)cccc2,-4.757,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.5454,144.057514876
4-Propoxyphenol,CCCOc1ccc(cc1)O,-5.38,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.1810000000000005,152.083729624
Carvacrol,CC(c1ccc(c(c1)O)C)C,-4.81,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.824020000000001,150.104465068
Chlorocresol,Cc1c(O)cccc1Cl,-5.0,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.3540200000000002,142.018542524
Chloroxylenol,Cc1ccc(c(c1C)O)Cl,-4.651,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.6624400000000015,156.034192588
Methyl 4-hydroxybenzoate,COC(=O)c1ccc(cc1)O,-5.632,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,1.1788,152.047344116
Methyl salicylate,COC(=O)c1ccccc1O,-5.0,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,1.1787999999999998,152.047344116
o-t-Butylphenol,Oc1ccccc1C(C)(C)C,-4.685,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.689700000000001,150.104465068
p-n-Butylphenol,CCCCc1ccc(cc1)O,-4.671,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.7348000000000012,150.104465068
Thymol,Cc1ccc(c(c1)O)C(C)C,-4.77,Abdominoplasty,abdomen,epidermis,heat separation,-20,90,0,32,7.4,PBS,32,unknown,PBS with ethanol,Franz cell,"Zhang, 2009",10.1007/s11095-009-9912-4,2.824020000000001,150.104465068
